MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,LatitudeMeasure,LongitudeMeasure,HUCEightDigitCode,StateCode,region,huc2
INSTOR_WQX-18089,OBS-03-0001,River/Stream,38.3522877997,-85.9709954405,5140104,18.0,Ohio River Basin,05
INSTOR_WQX-18090,OML-03-0005,River/Stream,39.248717,-84.982411,5090203,18.0,Ohio River Basin,05
INSTOR_WQX-18091,OSK-09-0001,River/Stream,38.2550407436,-85.8607673463,5140101,18.0,Ohio River Basin,05
INSTOR_WQX-18092,OSK-08-0015,River/Stream,38.4526966322,-85.7308326513,5140101,18.0,Ohio River Basin,05
INSTOR_WQX-18093,OLP-05-0001,River/Stream,38.1288545008,-86.8925882691,5140201,18.0,Ohio River Basin,05
INSTOR_WQX-18096,OLP-09-0023,River/Stream,38.2033710055,-87.1790631033,5140201,18.0,Ohio River Basin,05
INSTOR_WQX-18098,OML-06-0003,River/Stream,38.9563722427,-85.1176125608,5090203,18.0,Ohio River Basin,05
INSTOR_WQX-18099,OHP-03-0002,River/Stream,38.1079905158,-87.4685863488,5140202,18.0,Ohio River Basin,05
INSTOR_WQX-18100,OBS-04-0002,River/Stream,38.3027463536,-86.0605383544,5140104,18.0,Ohio River Basin,05
INSTOR_WQX-18101,OBS-03-0002,River/Stream,38.3267224666,-85.9952128208,5140104,18.0,Ohio River Basin,05
INSTOR_WQX-18103,OLP-09-0024,River/Stream,38.0699613572,-87.1120384319,5140201,18.0,Ohio River Basin,05
INSTOR_WQX-18104,OSK-09-0002,River/Stream,38.2925594586,-85.7774796388,5140101,18.0,Ohio River Basin,05
INSTOR_WQX-18105,OSK-04-0005,River/Stream,38.5005842644,-85.6468146916,5140101,18.0,Ohio River Basin,05
INSTOR_WQX-18108,OSK-02-0025,River/Stream,38.7958480669,-85.2515507111,5140101,18.0,Ohio River Basin,05
INSTOR_WQX-18109,OML-04-0007,River/Stream,39.0855593911,-85.0565258136,5090203,18.0,Ohio River Basin,05
INSTOR_WQX-18111,OSK-08-0016,River/Stream,38.5613413433,-85.7609833036,5140101,18.0,Ohio River Basin,05
INSTOR_WQX-18112,OML-03-0006,River/Stream,39.1689842875,-84.9748300308,5090203,18.0,Ohio River Basin,05
INSTOR_WQX-18113,OLP-01-0001,River/Stream,37.9478307111,-86.6437732105,5140201,18.0,Ohio River Basin,05
INSTOR_WQX-18114,OBS-04-0003,River/Stream,38.2177105091,-86.1282437852,5140104,18.0,Ohio River Basin,05
INSTOR_WQX-18115,OBS-06-0026,River/Stream,38.4686150375,-86.1205988022,5140104,18.0,Ohio River Basin,05
INSTOR_WQX-18116,OLP-10-0007,River/Stream,37.9964570872,-87.23624396,5140201,18.0,Ohio River Basin,05
INSTOR_WQX-18117,OML-05-0047,River/Stream,39.2583775133,-85.2413458388,5090203,18.0,Ohio River Basin,05
INSTOR_WQX-18118,OSK-08-0017,River/Stream,38.4643171158,-85.715734903,5140101,18.0,Ohio River Basin,05
INSTOR_WQX-18156,OBS-07-0022,River/Stream,38.5542677688,-86.1248085669,5140104,18.0,Ohio River Basin,05
INSTOR_WQX-18157,OBS-02-0002,River/Stream,38.067664683,-86.1382672355,5140104,18.0,Ohio River Basin,05
INSTOR_WQX-18158,OLP-05-0002,River/Stream,38.0438024197,-86.8873892897,5140201,18.0,Ohio River Basin,05
INSTOR_WQX-18160,OBS-11-0008,River/Stream,38.2810755975,-86.4639099041,5140104,18.0,Ohio River Basin,05
INSTOR_WQX-18162,OHP-01-0002,River/Stream,38.2250048177,-87.2797599397,5140202,18.0,Ohio River Basin,05
INSTOR_WQX-18164,OLP-04-0019,River/Stream,38.1205686502,-86.8036894583,5140201,18.0,Ohio River Basin,05
INSTOR_WQX-18174,WBU-16-0048,River/Stream,39.1085894444,-87.4900097222,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18175,WBU-16-0049,River/Stream,39.0957422222,-87.5046194444,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18176,WBU-16-0050,River/Stream,39.0417661111,-87.5252572222,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18177,WBU-16-0051,River/Stream,39.0329802777,-87.5395622222,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18178,WBU-16-0052,River/Stream,39.0275855555,-87.550315,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18183,WBU-16-0057,River/Stream,39.0305422222,-87.5084730555,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18187,WLV-11-0001,River/Stream,39.8866652661,-87.4089446268,5120108,18.0,Ohio River Basin,05
INSTOR_WQX-18212,OML-04-0009,River/Stream,39.0816584,-85.1390452461,5090203,18.0,Ohio River Basin,05
INSTOR_WQX-18214,OML-04-0010,River/Stream,39.0300381219,-85.038022735,5090203,18.0,Ohio River Basin,05
INSTOR_WQX-18215,WPA-05-0006,River/Stream,38.4586884511,-87.130887675,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18216,WDE-05-0010,River/Stream,40.5758748719,-86.4562324088,5120105,18.0,Ohio River Basin,05
INSTOR_WQX-18301,WWU-12-0034,River/Stream,39.765056,-86.094806,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18302,WWU-12-0035,River/Stream,39.790628,-86.111187,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18303,WBU-18-0004,River/Stream,38.7734660905,-87.4727647405,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18305,WBU-18-0006,River/Stream,38.8048434522,-87.4368357283,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18306,WBU-18-0007,River/Stream,38.8113204658,-87.4178676866,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18307,WBU-18-0008,River/Stream,38.8227746436,-87.3916560944,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18308,WBU-18-0009,River/Stream,38.8351597866,-87.3632007066,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18309,WBU-18-0010,River/Stream,38.8549104122,-87.3342565372,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18310,WBU-18-0011,River/Stream,38.8582593458,-87.3600841836,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18311,WBU-18-0012,River/Stream,38.8541196761,-87.4006274458,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18312,WBU-18-0013,River/Stream,38.8585683163,-87.3533843691,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18313,WBU-18-0014,River/Stream,38.8810299127,-87.3528308205,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18314,WBU-18-0015,River/Stream,38.8945774325,-87.4220606216,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18315,WBU-18-0016,River/Stream,38.9228480413,-87.4037597419,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18316,WBU-18-0017,River/Stream,38.9355445563,-87.3829662147,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18317,WBU-18-0018,River/Stream,38.8704526986,-87.3340430675,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18318,WBU-18-0019,River/Stream,38.9243646272,-87.3331192858,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18319,WBU-18-0020,River/Stream,38.9355758947,-87.3232118141,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18332,WWL-01-0039,Reservoir,39.2626624282,-86.3942656837,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18334,WWL-01-0041,Reservoir,39.2625078877,-86.3896913618,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18336,WWL-01-0043,Reservoir,39.2520942764,-86.3876759703,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18338,WWL-01-0045,Reservoir,39.2711362403,-86.427028317,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18363,WWE-01-0002,River/Stream,39.935277778,-86.581111111,5120203,18.0,Ohio River Basin,05
INSTOR_WQX-18364,WWE-01-0003,River/Stream,39.851666667,-86.645555556,5120203,18.0,Ohio River Basin,05
INSTOR_WQX-18365,WWE-01-0004,River/Stream,39.848055556,-86.630833333,5120203,18.0,Ohio River Basin,05
INSTOR_WQX-18366,WWE-01-0005,River/Stream,39.829444444,-86.656666667,5120203,18.0,Ohio River Basin,05
INSTOR_WQX-18367,WWE-04-0007,River/Stream,39.731666667,-86.7675,5120203,18.0,Ohio River Basin,05
INSTOR_WQX-18373,WWL-06-0121,River/Stream,38.9770714363,-87.2601020138,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18380,WWU-13-0008,River/Stream,39.6830864647,-86.3950004533,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18381,WWL-05-0013,River/Stream,38.9640413269,-87.0225356936,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18382,WWL-10-0047,River/Stream,38.4745792252,-87.5256433958,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18383,WWU-09-0028,River/Stream,39.8616853572,-86.0717821519,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18384,WWU-06-0010,River/Stream,40.1145784541,-86.092915213,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18386,WWL-09-0002,River/Stream,38.60321721,-87.303768385,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18388,WWL-02-0007,River/Stream,39.1658367269,-86.8930015208,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18389,WWU-01-0012,River/Stream,40.1487812535,-85.313278226,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18391,WWL-09-0003,River/Stream,38.6295460622,-87.1162713847,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18395,WWL-10-0048,River/Stream,38.5289644138,-87.3352086477,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18396,WWU-10-0037,River/Stream,39.9680220177,-86.0492043319,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18397,WWL-01-0047,River/Stream,39.2960166438,-86.4007823486,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18400,WWL-02-0008,River/Stream,39.336760913,-86.8253041288,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18401,WWE-05-0011,River/Stream,39.5190603086,-86.6934579363,5120203,18.0,Ohio River Basin,05
INSTOR_WQX-18405,WWE-04-0009,River/Stream,39.7820369502,-86.7784953484,5120203,18.0,Ohio River Basin,05
INSTOR_WQX-18406,WWL-03-0054,River/Stream,38.9511008922,-86.7724079719,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18407,WWL-10-0049,River/Stream,38.4946171047,-87.2988869447,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18408,WWU-16-0006,River/Stream,39.4002518321,-86.4439749495,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18409,WWU-06-0012,River/Stream,40.1521052541,-86.0039295312,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18410,WWL-01-0048,River/Stream,39.3234680805,-86.6378938305,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18411,WWL-10-0050,River/Stream,38.4157887758,-87.728702922,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18414,WWE-08-0012,River/Stream,39.1397397861,-86.9813603986,5120203,18.0,Ohio River Basin,05
INSTOR_WQX-18415,WWU-01-0013,River/Stream,40.1965549966,-85.3672456586,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18416,WWU-08-0009,River/Stream,40.024906763,-85.5573939586,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18417,WWL-05-0015,River/Stream,38.8821698486,-86.9614204219,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18419,WWE-04-0010,River/Stream,39.7519890511,-86.6990066347,5120203,18.0,Ohio River Basin,05
INSTOR_WQX-18420,WWL-03-0055,River/Stream,39.0591859813,-86.7848328711,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18421,WWU-13-0009,River/Stream,39.6192767844,-86.39239267,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18422,WWU-10-0038,River/Stream,39.9582518005,-86.0878589055,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18423,WWU-01-0014,River/Stream,40.1746538019,-84.9599306858,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18432,WWL-10-0051,River/Stream,38.504785741,-87.5330524323,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18447,WWU-15-0006,River/Stream,39.493905758,-86.3926070948,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18459,WWU-06-0014,River/Stream,40.2506506941,-86.0081539863,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18460,WWU-08-0012,River/Stream,40.0082149633,-85.7911026691,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18461,WWU-10-0040,River/Stream,39.9100507422,-86.1053250513,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18463,WWL-09-0006,River/Stream,38.68154809,-87.3294311336,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18464,WWU-01-0016,River/Stream,40.1502840294,-85.2005465541,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18465,WWL-05-0017,River/Stream,38.8352186808,-87.0235540641,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18466,WWE-03-0005,River/Stream,39.6254222441,-86.8245691119,5120203,18.0,Ohio River Basin,05
INSTOR_WQX-18467,WWL-06-0124,River/Stream,38.8799189775,-87.1874751163,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18469,WWL-01-0049,River/Stream,39.3018610543,-86.6043029853,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18477,WWU-01-0018,River/Stream,40.1500649197,-84.9197867352,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18478,WWU-01-0019,River/Stream,40.1821627066,-84.9685986697,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18479,WWU-01-0020,River/Stream,40.1800252444,-85.0351875752,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18480,WWU-01-0021,River/Stream,40.1794552944,-85.0730739836,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18481,WWU-01-0022,River/Stream,40.1687519319,-85.1466196266,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18482,WWU-01-0023,River/Stream,40.1618955944,-85.2129726744,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18483,WWU-01-0024,River/Stream,40.1532378423,-85.2946104538,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18484,WWU-03-0009,River/Stream,40.1785591055,-85.4951197038,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18485,WWU-03-0010,River/Stream,40.164456969,-85.5303906276,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18486,WWU-03-0011,River/Stream,40.1313321625,-85.5566264972,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18487,WWU-03-0012,River/Stream,40.1060822561,-85.6238983772,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18488,WWU-03-0013,River/Stream,40.1076960369,-85.6744269386,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18489,WWU-03-0014,River/Stream,40.1181968461,-85.6904797363,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18490,WWU-03-0015,River/Stream,40.1105074788,-85.7111222083,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18491,WWU-03-0016,River/Stream,40.1175669272,-85.7345193388,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18492,WWU-03-0017,River/Stream,40.1316761315,-85.7859328939,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18493,WWU-03-0018,River/Stream,40.1417926144,-85.8630427439,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18494,WWU-07-0005,River/Stream,40.1280059329,-85.908729438,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18495,WWU-07-0006,River/Stream,40.0947184682,-85.9687285267,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18497,WWU-07-0008,River/Stream,40.0376289847,-86.0257144327,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18499,WWU-10-0042,River/Stream,39.9569936442,-86.0611404557,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18500,WWU-10-0043,River/Stream,39.9013660093,-86.1158082527,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18502,WWU-10-0045,River/Stream,39.870164205,-86.1338119372,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18503,WWU-10-0046,River/Stream,39.8699521613,-86.1577416866,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18504,WWU-10-0047,River/Stream,39.7877201583,-86.1951198352,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18505,WWU-12-0038,River/Stream,39.7717512105,-86.1865825525,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18506,WWU-12-0039,River/Stream,39.7373183197,-86.1709324375,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18507,WWU-12-0040,River/Stream,39.7265907438,-86.186594883,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18508,WWU-12-0041,River/Stream,39.6666168142,-86.2369450382,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18509,WWU-14-0007,River/Stream,39.5589521565,-86.274196276,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18510,WWU-14-0008,River/Stream,39.509088193,-86.3230597153,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18511,WWU-15-0007,River/Stream,39.4340759258,-86.4485535575,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18512,WWU-17-0009,River/Stream,39.3809914516,-86.5016754141,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18513,WWU-17-0010,River/Stream,39.3732545133,-86.5583457658,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18514,WWU-17-0011,River/Stream,39.3504711833,-86.6587730186,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18515,WWL-02-0011,River/Stream,39.2609656135,-86.798301996,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18516,WWL-02-0012,River/Stream,39.2055032816,-86.8665105977,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18517,WWL-04-0006,River/Stream,39.1108665119,-86.9626490041,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18518,WWL-04-0007,River/Stream,39.0184208036,-86.9721185406,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18519,WWL-05-0019,River/Stream,38.9580295633,-86.9943130636,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18520,WWL-05-0020,River/Stream,38.9097543991,-87.0964860366,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18521,WWL-08-0006,River/Stream,38.8150113419,-87.2320298238,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18522,WWL-08-0007,River/Stream,38.7484123827,-87.2372461544,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18523,WWL-09-0007,River/Stream,38.6166933704,-87.2400246061,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18524,WWL-09-0008,River/Stream,38.5588763084,-87.2388670371,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18525,WWL-10-0054,River/Stream,38.5123828927,-87.288453378,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18526,WWL-10-0055,River/Stream,38.5320272772,-87.4546142505,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18527,WWL-10-0056,River/Stream,38.4569736786,-87.6413466386,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18528,WWU-07-0009,River/Stream,40.0520860477,-86.0145520238,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18529,WWU-10-0048,River/Stream,39.925998128,-86.0759916627,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18530,WWU-10-0049,River/Stream,39.8462708062,-86.1796159954,5120201,18.0,Ohio River Basin,05
INSTOR_WQX-18531,WWL-05-0021,River/Stream,38.8268373363,-87.1863243549,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18532,WWL-08-0008,River/Stream,38.7090330737,-87.2696448397,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18580,WEM-07-0010,River/Stream,38.7940481394,-85.8693148691,5120207,18.0,Ohio River Basin,05
INSTOR_WQX-18584,WEM-07-0014,River/Stream,38.9832011716,-85.7867090855,5120207,18.0,Ohio River Basin,05
INSTOR_WQX-18589,WBU-12-0012,River/Stream,39.2300669605,-87.409059563,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18591,WEM-07-0015,River/Stream,38.8630351241,-85.8455901716,5120207,18.0,Ohio River Basin,05
INSTOR_WQX-18592,WEM-07-0016,River/Stream,38.98394507,-85.8285489622,5120207,18.0,Ohio River Basin,05
INSTOR_WQX-18593,WEM-07-0017,River/Stream,38.9111533869,-85.7623274172,5120207,18.0,Ohio River Basin,05
INSTOR_WQX-18594,WEM-07-0018,River/Stream,38.9543845141,-85.7321382452,5120207,18.0,Ohio River Basin,05
INSTOR_WQX-18595,WEM-07-0019,River/Stream,39.0100959102,-85.7049762197,5120207,18.0,Ohio River Basin,05
INSTOR_WQX-18596,WEM-07-0020,River/Stream,39.0457593486,-85.6764415666,5120207,18.0,Ohio River Basin,05
INSTOR_WQX-18598,WWE-05-0015,Reservoir,39.474744,-86.898353,5120203,18.0,Ohio River Basin,05
INSTOR_WQX-18606,WWL-01-0050,Reservoir,39.26399033,-86.4111272986,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18637,WEL-06-0008,River/Stream,39.173369,-86.319094,5120208,18.0,Ohio River Basin,05
INSTOR_WQX-18638,WEL-05-0001,River/Stream,39.089564,-86.220924,5120208,18.0,Ohio River Basin,05
INSTOR_WQX-18639,WEL-04-0004,River/Stream,39.021974,-86.260526,5120208,18.0,Ohio River Basin,05
INSTOR_WQX-18640,WEL-08-0036,River/Stream,39.004734,-86.508396,5120208,18.0,Ohio River Basin,05
INSTOR_WQX-18643,WEM-07-0021,River/Stream,38.8883193222,-85.6890683055,5120207,18.0,Ohio River Basin,05
INSTOR_WQX-18697,WPA-04-0032,River/Stream,38.3739657614,-87.029724034,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18698,WPA-01-0023,River/Stream,38.3514298793,-86.5453868475,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18699,WPA-08-0025,River/Stream,38.3996570853,-87.7051327858,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18700,WPA-04-0033,River/Stream,38.4395685919,-86.8070966382,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18702,WPA-07-0020,River/Stream,38.2623913008,-87.2001068375,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18703,WPA-08-0026,River/Stream,38.4189687896,-87.4210704075,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18705,WPA-03-0019,River/Stream,38.2800599939,-86.9048588955,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18707,WPA-01-0024,River/Stream,38.4318124347,-86.4131887885,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18708,WPA-03-0020,River/Stream,38.2173404101,-86.9016982183,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18709,WPA-08-0027,River/Stream,38.3984981969,-87.5314876387,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18711,WPA-04-0034,River/Stream,38.3967620566,-86.9163499301,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18712,WPA-08-0028,River/Stream,38.3409589743,-87.4031051016,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18713,WPA-08-0029,River/Stream,38.3991433115,-87.7420433551,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18715,WPA-04-0036,River/Stream,38.3424618322,-86.9637537527,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18718,WPA-04-0037,River/Stream,38.4639375749,-86.7443857701,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18719,WPA-01-0025,River/Stream,38.4419156883,-86.4719237847,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18721,WPA-06-0019,River/Stream,38.3358418734,-87.088359989,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18723,WPA-03-0022,River/Stream,38.2353196579,-86.8968761365,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18728,WPA-03-0023,River/Stream,38.3300828331,-86.9242769341,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18729,WPA-03-0024,River/Stream,38.2643419862,-86.9299997241,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18730,WPA-04-0038,River/Stream,38.4419218743,-86.7148808454,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18731,WPA-01-0027,River/Stream,38.4412828408,-86.4778393588,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18732,WPA-06-0021,River/Stream,38.3743903246,-87.163414978,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18733,WPA-06-0022,River/Stream,38.3463062,-87.0735926153,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18734,WPA-01-0028,River/Stream,38.4497877641,-86.5208976047,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18735,WPA-08-0032,River/Stream,38.4192784682,-87.5770570269,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18736,WPA-04-0039,River/Stream,38.4137040186,-86.8766647157,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18737,WPA-02-0018,River/Stream,38.3525055244,-86.9024467954,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18739,WPA-06-0023,River/Stream,38.4073575129,-87.2989216892,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18742,WPA-03-0025,River/Stream,38.2854719369,-86.9287753255,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18743,WPA-06-0024,River/Stream,38.373106102,-87.2201655384,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18745,WPA-01-0030,River/Stream,38.4400792814,-86.4569461543,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18747,WPA-06-0025,River/Stream,38.3575074491,-87.0443853709,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18748,WPA-01-0031,River/Stream,38.3494251995,-86.6922534207,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18779,WPA-01-0034,River/Stream,38.4486693472,-86.4709153983,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18780,WPA-04-0047,River/Stream,38.4622345863,-86.8080558638,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18781,WPA-04-0048,River/Stream,38.4046211928,-87.0082543814,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18783,WPA-07-0025,River/Stream,38.3695607257,-87.3290237956,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18785,WPA-03-0034,River/Stream,38.2915700349,-86.912694269,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18786,WPA-03-0035,River/Stream,38.2431365884,-86.8641312054,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18790,WPA-01-0035,River/Stream,38.4200685757,-86.3918681772,5120209,18.0,Ohio River Basin,05
INSTOR_WQX-18795,WBU-04-0007,River/Stream,39.5926684088,-87.1758824291,5120111,18.0,Ohio River Basin,05
INSTOR_WQX-18870,WEU-04-0005,River/Stream,38.9679403581,-86.0759535666,5120206,18.0,Ohio River Basin,05
INSTOR_WQX-18873,WWL-06-0130,River/Stream,38.8244414777,-87.22,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18874,WWL-06-0131,River/Stream,38.8398929955,-87.2154686833,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18876,WWL-06-0133,River/Stream,38.9078429897,-87.2254634588,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18877,WWL-06-0134,River/Stream,38.8774168177,-87.1870973088,5120202,18.0,Ohio River Basin,05
INSTOR_WQX-18878,WWL-06-0135,River/Stream,38.895493308,-87.1599773458,5120202,18.0,Ohio River Basin,05
